id,trigger,conditions,script,text,options,notes,New Column,Column 09
#卡斯塔莉娅_恋白羽,,,,,,,,
mimokko_home_kasutaria_clo_2_1,mimikko_home_kasutaria_clo,,,,5:mimikko_Inhome_kasutaria_clo_2:White Feather Romance,,,
mimokko_home_kasutaria_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_kasutaria_clo_2,mmChangeclo Mimikko_kasutaria kasutaria_2,"""Ofcourse, Captain, if you want to know more~ You will have to be nice and obedient!""",5:mimikko_Inhome_next:Yay,,,
,,,,,,,,
#莉亚_天堂碎片,,,,,,,,
mimokko_home_kasutaria2_1,PopulateOptions,"$market.isPlayerOwned
$menuState == main
!$global.kasutariaweapon
mmOfficertest 2 Mimikko_kasutaria 0.5","mmAddtext ""Ask Ria about the dreams you've been having repeatedly"" 150 50 255",,,,,
mimokko_home_kasutaria2_2,mimikko_home_kasutaria,"$market.isPlayerOwned
!$global.kasutariaweapon
mmOfficertest 2 Mimikko_kasutaria 0.5","SetStoryOption mimikko_Inhome_kasutaria2_1 2 avoidCargoScan ui_char_spent_story_point ""Ask her why would you have a dream like this?""",,5:mimikko_Inhome_kasutaria2_1:Ask her why you would have this kind of dreams?,,,
mimokko_home_kasutaria2_3,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_1,,"""So, you are affected as well at last, captain."" The usual smile did not disappear from Ria's face, but her word send a chill to your heart. 
",5:mimikko_Inhome_kasutaria2_2:What does this mean,,,
mimokko_home_kasutaria2_4,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_2,,"""First, Ria wants to make it clear to the captain, those are not dreams,"" Ria lead you to sit on her bed, even though the dorm facility have been prepared by you for the assistants, her bed is soft like layers upon layers of feather, making you want to sink into the moment you sat on there.

""Captain have these dreams because Ria's power still affect those around her, especially those Ria cares about will be influenced even more?"" She answered your question with a tone that sound like a question itself, making your heart itch. ","5:mimikko_Inhome_kasutaria2_3:So in the end, you made me like this?",,,
mimokko_home_kasutaria2_5,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_3,,"""Uwah, is captain going to blame Ria? If Captain don't like this, maybe captain can try give Ria's freshly forn socks a whiff? Does the captain prefer black ones or white ones?"" Ria showed no sign of apology, but rather playfully tries to...flirt with you?
",5:mimikko_Inhome_kasutaria2_4:Then I'll have one of each...,,,
mimokko_home_kasutaria2_6,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_4,,"""Captain really is a pervert, Ria is not giving you Ria's socks...but if the captain really want to know why, give Ria's knee pillow a try.""
",5:mimikko_Inhome_kasutaria2_5:Lean over,,,
mimokko_home_kasutaria2_7,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_5,,"Ria gently covers your eyes, you feel your body fall, in your delirium, you feel like you are commanding a ship, defending a planet whose technology is beyond understanding. Rings of city raises above the atompshere, all kind of colored signals shine in the sky, and the orbit is filled with all kind of constructs, but in an orderly fashion to allow transport to pass through without hinderance.

Suddenly, an invisible force covered the entire planet, in an instant, all signs of civlization have disappered, whatever was moving in orbit begin to disperse, until the planet has darkened and shrunk. ",5:mimikko_Inhome_kasutaria2_6:What's going on?,,,
mimokko_home_kasutaria2_8,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_6,,"You look off the window to the side, other prosperous planet in the system are extinguished one by one, leaving only the star to glow in solitude.
Your vision becomes fuzzy, when you came to, you are once more standing in a farm, people walk around you seemingly oblivious to your presence. You look at the sky, fresh air course through your body. 
",5:mimikko_Inhome_kasutaria2_7:Carefully look at the sky,,,
mimokko_home_kasutaria2_9,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_7,,"Unlike any habitable planet you've been on, as the cloud disperses, a giant shadow approaches you.

That's no monster, but another colonized planet, your planet is a moon of that planet. Some special technology placed the two body very close whilst avoiding the effect of the roche limit. Prosperous city filled the sky above you, and you fantasize about living in those cities all your life. The sense of familiarity appears again, the prosperous city above you disperse and is extinguished, the moon you are own gradually slide out of its coverage, but no change happened.  ",5:mimikko_Inhome_kasutaria2_8:Feel fear,,,
mimokko_home_kasutaria2_10,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_8,,"""Captain, wake up""
The familar voice let you remember you are in Ria's dorm, Ria gradually spread her wings, letting the light in the dorm bring you back.
""Captain, how is your rest?""
","5:mimikko_Inhome_kasutaria2_9:I feel, I had a very lonely dream",,,
mimokko_home_kasutaria2_11,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_9,,"Even you can feel you are at a loss for words, but your tear cannot but flow as a result of that lonliness. The dream is ordinary, but cold, cold like the nitrogen sea of an ice giant.

""The moon the captain was on is the place Ria used to live. Ria's job is to look after those in the farms, to let them remain eternally happy"" Ria's voice completely wakes you, you begin to think about your dream.

""Ria's faith, we call them [Redacted], though your sense cannot hear or read these markings. Ria's belief contravened their management policy, so they terminated Ria's duty, and erased that planet. ",5:mimikko_Inhome_kasutaria2_10:Silence,,,
mimokko_home_kasutaria2_12,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_10,,"""Ria thought about it, a proper manager should guide a civilization on a right path, not control or force their obedience...as to what happened after, it is this belief of mine that allowed Ria to connect with Riri, to save Ria's planet from the remenant of other civilizations"" Ria smiled, but hear tear fall onto your face, you feel it mix with your tear, as you think about her words.
",5:mimikko_Inhome_kasutaria2_11:Pat her head,,,
mimokko_home_kasutaria2_13,DialogOptionSelected,$option == mimikko_Inhome_kasutaria2_11,"$global.kasutariaweapon = true
mmAddWeapon mimikko_kasutaria_torpedo 6","""Captain, Ria is fortunate to have met you, Captain have a kind and determined heart. Captain is some who can truly manage a colony, a nation. I hope captain can recieve these data from [Redacted] , hopefully, one day, Captain can lead Ria and Riri to rebell against the selfishness of [Redacted].""",5:mimikko_Inhome_next:Certainly!,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#卡斯塔莉莉,,,,,,,,
mimokko_home_kasutariri,mimikkoImhome2,mmOfficertest 2 Mimikko_kasutariri 0,,,5:mimikko_Inhome_kasutariri1:Go find Riri!,,,
mimokko_home_kasutariri_1,DialogOptionSelected,$option == mimikko_Inhome_kasutariri1,"FireAll mimikko_home_kasutariri
mmShowpeoplev Mimikko_kasutariri",,,,,
,,,,,,,,
mimokko_home_kasutariri1_1,mimikko_home_kasutariri,,,"""So captain is interested about the modifcation of my body? Unfortunately, I don't have detailed data about this body either.""",5:mimikko_Inhome_kasutariri1_1:Pat her head,,,
mimokko_home_kasutariri1_2,DialogOptionSelected,$option == mimikko_Inhome_kasutariri1_1,,"""If the captain defines this act as friendly correspondence, I am willing to cooperate.""",5:mimikko_Inhome_next:Do something else,,,
#卡斯塔莉莉_头像,,,,,,,,
mimokko_home_kasutariri_clo_0_1,mimikko_home_kasutariri,,,,"5:mimikko_Inhome_kasutariri_clo_0:Riri, can you change your outfit for me?",,,
mimokko_home_kasutariri_clo_0_2,DialogOptionSelected,$option == mimikko_Inhome_kasutariri_clo_0,FireAll mimikko_home_kasutariri_clo,,,,,
#卡斯塔莉莉_原皮,,,,,,,,
mimokko_home_kasutariri_clo_1_1,mimikko_home_kasutariri_clo,,,,5:mimikko_Inhome_kasutariri_clo_1:Official Outfit.,,,
mimokko_home_kasutariri_clo_1_2,DialogOptionSelected,$option == mimikko_Inhome_kasutariri_clo_1,mmChangeclo Mimikko_kasutariri kasutariri_1,"""Captain, do not call me Riri!""",5:mimikko_Inhome_next:Yay,,,
#卡斯塔莉莉_倚星月,,,,,,,,
mimokko_home_kasutariri_clo_2_1,mimikko_home_kasutariri_clo,,,,5:mimikko_Inhome_kasutariri_clo_2:Starside Moon,,,
mimokko_home_kasutariri_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_kasutariri_clo_2,mmChangeclo Mimikko_kasutariri kasutariri_2,"""Captain, this outfit isn't good for my efficency at work, but, once in a while...""",5:mimikko_Inhome_next:Yay,,,
#莉莉_恩赐引导,,,,,,,,
mimokko_home_kasutariri2_0,PopulateOptions,"$market.isPlayerOwned
$menuState == main
!$global.kasutaririweapon
mmOfficertest 2 Mimikko_kasutariri 0.5","mmAddtext ""It seems Riri is looking for you about something?"" 198 223 238",,,,,
mimokko_home_kasutariri2_1,mimikko_home_kasutariri,"$market.isPlayerOwned
!$global.kasutaririweapon
mmOfficertest 2 Mimikko_kasutariri 0.5
","SetStoryOption mimikko_Inhome_kasutariri2_1 2 avoidCargoScan ui_char_spent_story_point ""Riri?""",,5:mimikko_Inhome_kasutariri2_1:Riri?,,,
mimokko_home_kasutariri2_2,DialogOptionSelected,$option == mimikko_Inhome_kasutariri2_1,,"""Captain, don't call me Riri, call me Kasuta"" Though she says that everytime, when she is out of it she would always mumble to you to call her Riri ""Captain, please don't stare at me, I know the captain is curious about my body, but this makes captain seem like a pervert. My body structure is not something the Captain can understand, anyway."" Her small wings would always lightly flap at times like this, is this an indicator that she is nervous, or lying?
","5:mimikko_Inhome_kasutariri2_2: But then, aren't you looking for me for something? ",,,
mimokko_home_kasutariri2_3,DialogOptionSelected,$option == mimikko_Inhome_kasutariri2_2,,"""..."" She gave a cute pause, and turned to walk towards the divider in the room, ""Have you heard big sister mention a name called Ence, captain?""
This is not common name in the Persean sector, coming from a girl with a mysterious past, you can be absolutely sure you have no memory of such event.

""Analyzing captain's behaviour and thought pattern, confirming the captain have not heard of it. That is fine, Ence is my code name as a Kiarou. Kiarou, in the captain's world view, is a creation of a giant interstellar civilization, one that could create other civilizations. Kiarou is created as a tool to serve as a conduit of their will. Our task is to evaluate a civilization, to determine whether it should be protected or destroyed. 
",5:mimikko_Inhome_kasutariri2_3:Wha...What,,,
mimokko_home_kasutariri2_4,DialogOptionSelected,$option == mimikko_Inhome_kasutariri2_3,,"Though you know there is always a bigger fish, such apocalyptic story is still something that is difficult for you to accept. Persean sector is the world to you, you cannot imagine a civilization that treat the universe as their backyard, let alone speaking to one of their representative.

""I tell you this but you don't need to believe or change anything. Because I, be it Ence or Riri, believe that captain's management of the captain's colony and civilizational development is enough for the Kiarou to determine that you are worthy of protection. Yet Ence cannot contact Kiarou from here, as a result, this will have no effect on the present reality. ""

So this count as another way to praise? At least you can tell Kasutariri is very satisfied with your management?","5:mimikko_Inhome_kasutariri2_4:Hmm? Thanks, Riri?",,,
mimokko_home_kasutariri2_5,DialogOptionSelected,$option == mimikko_Inhome_kasutariri2_4,,"""I said, it is not recommended to address me as riri. I cannot call captain pervert either, as I believe this may be deemed to be a reward. Am I right, pervert captain."" While Riri talks like this, you can clearly tell that her face is a lot redder than before.

""Without riri's help, I cannot accomplish what I did. Riri's diligent analysis has become my strongest weapon"" You extend a hand to gently pat her silver haired head, the intricate halo still makes you curious.

Though Riri did not show clear sign of resistance, you know she's not very used to it, maybe it was better Riri?",5:mimikko_Inhome_kasutariri2_5:Move it away.,,,
